d,o,h,l,c,v
20395,24695.0,25000.0,24000.0,24500.0,1552
20402,24500.0,25000.0,24500.0,24995.0,1836
20409,24900.0,28860.0,24900.0,27005.0,2161
20416,27005.0,28000.0,27005.0,27100.0,11016
20423,27500.0,28500.0,27500.0,28000.0,2819
20430,28000.0,28200.0,26125.0,26700.0,3264
20437,28000.0,28900.0,28000.0,28800.0,982
20444,29990.0,29990.0,28010.0,28975.0,793
20451,28975.0,28975.0,28500.0,28500.0,715
20458,26800.0,28860.0,26800.0,27600.0,1464
20465,28850.0,29450.0,27620.0,29300.0,1265
20472,29295.0,29300.0,27770.0,28295.0,2125
20479,28000.0,28500.0,28000.0,28000.0,5265
20486,27855.0,28000.0,27855.0,28000.0,2385
